Suitcase Name,Start Frame,End Frame,Duration
OptimisedSuitcase_1_1.387,0,50,50
OptimisedSuitcase_1_2.387,20,70,50
OptimisedSuitcase_1_3.387,40,90,50
OptimisedSuitcase_1_4.387,60,110,50
OptimisedSuitcase_2_1.387,80,130,50
OptimisedSuitcase_2_2.387,100,150,50
OptimisedSuitcase_2_3.387,120,170,50
OptimisedSuitcase_2_4.387,140,190,50
OptimisedSuitcase_3_1.387,160,210,50
OptimisedSuitcase_3_2.387,180,230,50
OptimisedSuitcase_3_3.387,200,250,50
OptimisedSuitcase_3_4.387,220,270,50
